,cas,smiles,logs,mol,logp,molwt,balabanj,tpsa
328,2623-33-8,CC(Nc(cc1)ccc1OC(C)=O)=O,-1.91,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D0D00>,1.5702999999999998,193.20199999999994,2.6799833621987537,55.4
329,105-66-8,CCCC(OCCC)=O,-1.92,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D0D50>,1.7397,130.18699999999998,3.061316839372158,26.3
330,519-05-1,O=C(c(c(C=O)ccc1OC)c1OC)O,-1.92,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D0DA0>,1.2145,210.18499999999995,3.5081206192912515,72.83000000000001
331,2114-20-7,NC(OCCCCCC)=O,-1.92,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D0DF0>,1.6619999999999997,145.202,2.838589121813916,52.32
332,121-69-7,CN(C)c1ccccc1,-1.92,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D0E40>,1.7526,121.18299999999995,2.848234050597751,3.24
333,620-71-3,O=C(CC)Nc1ccccc1,-1.92,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D0E90>,2.0351,149.19299999999998,2.5793022920073194,29.1
334,123-92-2,CC(OCCC(C)C)=O,-1.92,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D0EE0>,1.5956,130.18699999999998,3.006105030052141,26.3
335,65-86-1,O=C(C(NC1=O)=CC(N1)=O)O,-1.93,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D0F30>,-1.2386000000000001,156.09699999999998,3.4206491066486358,103.02
336,27134-24-3,OC(c1ccccc1)C(c2ccccc2)O,-1.93,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D0F80>,2.4536000000000002,214.264,2.2014614601293316,40.46
337,94-19-9,O=S(c1ccc(N)cc1)(Nc2nnc(CC)s2)=O,-1.94,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1030>,1.4835,284.366,2.2365806023871997,97.97
338,93-37-8,Cc(cc2)cc1c2ccc(C)n1,-1.94,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1080>,2.8516400000000006,157.21599999999998,2.797846408466883,12.89
339,23103-98-2,CN(C)c1nc(C)c(C)c(OC(N(C)C)=O)n1,-1.95,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D10D0>,1.2198399999999998,238.29099999999997,3.097337777065891,58.56
340,91-23-6,COc(cccc1)c1N(=O)=O,-1.96,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1120>,1.6033999999999997,153.13699999999997,3.121219318886157,52.37
341,104-98-3,O=C(O)C=Cc1c[nH]cn1,-1.96,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1170>,0.5075,138.12599999999998,2.6373377790142882,65.97999999999999
342,78-86-4,CC(Cl)CC,-1.96,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D11C0>,2.0237,92.569,2.5395388613593903,0.0
343,88-74-4,Nc1ccccc1N(=O)=O,-1.96,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1210>,1.177,138.126,3.1529414466808685,69.16
344,628-41-1,C1=CCC=CC1,-1.97,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1260>,1.8926,80.13,2.4,0.0
345,1125-78-6,Oc(cc2)cc1c2CCCC1,-1.99,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D12B0>,2.271000000000001,148.20499999999998,2.430547558732843,20.23
346,71-55-6,CC(Cl)(Cl)Cl,-2.0,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1300>,2.376500000000001,133.405,3.0237157840738176,0.0
347,88-19-7,Cc1ccccc1S(N)(=O)=O,-2.02,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1350>,0.6424200000000001,171.22099999999998,3.3721948109608206,60.160000000000004
348,109-69-3,ClCCCC,-2.03,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D13A0>,2.0253,92.569,2.19060968716425,0.0
349,111-13-7,CC(CCCCCC)=O,-2.05,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D13F0>,2.5458000000000007,128.215,2.8288681349096856,17.07
350,114-26-1,O=C(NC)Oc(cccc1)c1OC(C)C,-2.05,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1440>,2.192,209.24499999999998,2.809453207323335,47.56
351,968-81-0,O=S(c1ccc(C(C)=O)cc1)(NC(NC2CCCCC2)=O)=O,-2.06,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1490>,2.2098000000000004,324.40200000000016,1.9983584904180303,92.34
352,492-38-6,C=C(C(O)=O)c1ccccc1,-2.06,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D14E0>,1.7844,148.16099999999997,2.9479803431399967,37.3
353,2244-16-8,CC1=CCC(C(C)=C)CC1=O,-2.06,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1530>,2.4879000000000007,150.221,2.6982942003127257,17.07
354,118-90-1,O=C(c(cccc1)c1C)O,-2.06,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1580>,1.69322,136.14999999999998,3.1529414466808685,37.3
355,486-64-6,c1ccc2C(O)N3CCC(O)C3=Nc2c1,-2.07,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D15D0>,0.7876999999999998,204.229,2.1432924005662612,56.06
356,87-51-4,OC(Cc1c[nH]c2c1cccc2)=O,-2.07,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1620>,1.795,175.18699999999998,2.513961827178724,53.089999999999996
357,499-75-2,CC(c1cc(O)c(C)cc1)C,-2.08,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1670>,2.824020000000001,150.22099999999998,3.051645448959173,20.23
358,537-92-8,CC(Nc1cc(C)ccc1)=O,-2.09,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D16C0>,1.95342,149.19299999999998,2.7909314514807626,29.1
359,87-47-8,O=C(N(C)C)Oc1cc(C)nn1c2ccccc2,-2.09,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1710>,2.2411200000000004,245.282,2.346473820907022,47.36000000000001
360,75-30-9,CC(I)C,-2.09,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1760>,1.8298,169.993,2.3237900077244498,0.0
361,591-93-5,C=CCC=C,-2.09,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D17B0>,1.7485,68.119,2.6531630746803305,0.0
362,123-96-6,CC(O)CCCCCC,-2.09,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1800>,2.3376,130.231,2.7466909068574954,20.23
363,357-57-3,O=C(C5)N(C4C2(CC7)C(N7C6)CC3C6=CCOC5C34)c1c2cc(OC)c(OC)c1,-2.09,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1850>,2.1096999999999992,394.4710000000001,1.521933594875605,51.24000000000001
364,15258-73-8,OCc(c(Cl)ccc1)c1Cl,-2.1,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D18A0>,2.4857000000000005,177.03,3.1694511920127173,20.23
365,104-76-7,OCC(CC)CCCC,-2.11,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D18F0>,2.1951,130.231,3.092246194602391,20.23
366,88-99-3,OC(c1ccccc1C(O)=O)=O,-2.11,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1940>,1.083,166.13199999999998,3.2670761957037704,74.6
367,51-55-8,CN1C2CCC1CC(OC(C(CO)c3ccccc3)=O)C2,-2.12,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1990>,1.9308999999999996,289.37500000000006,1.632677623313254,49.77
368,108-98-5,Sc1ccccc1,-2.12,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D19E0>,1.9752999999999996,110.18099999999997,3.0214653097240864,0.0
369,73-24-5,Nc1ncnc2c1nc[nH]2,-2.12,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1A30>,-0.06490000000000012,135.13,2.950090305322589,80.47999999999999
370,533-74-4,CN(CN(C)CS1)C1=S,-2.13,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1A80>,0.7966999999999999,162.283,2.438362799199123,6.48
371,99-04-7,O=C(c1cc(C)ccc1)O,-2.14,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1AD0>,1.69322,136.14999999999998,3.069899265759275,37.3
372,59-31-4,c1ccc2C=CC(=O)Nc2c1,-2.14,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1B20>,1.5280999999999998,145.16099999999997,2.9353507979720255,32.86
373,30979-48-7,O=C1NCCN1C(NCC(C)C)=O,-2.15,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1B70>,0.37719999999999976,185.227,2.3437053792792586,61.440000000000005
374,544-25-2,C1=CC=CC=CC1,-2.15,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1BC0>,2.0587,92.14099999999999,2.6009491392218798,0.0
375,614-61-9,O=C(O)COc(cccc1)c1Cl,-2.16,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1C10>,1.8034000000000001,186.594,2.6285070021470927,46.53
376,580-16-5,Oc(cc2)cc1c2nccc1,-2.16,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1C60>,1.9403999999999997,145.161,2.8289012156206956,33.120000000000005
377,52-31-3,O=C(N1)NC(C(C2=CCCCC2)(CC)C1=O)=O,-2.17,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1CB0>,1.2492,236.27099999999993,2.4086730423167193,75.27000000000001
378,150-69-6,NC(Nc1ccc(OCC)cc1)=O,-2.17,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1D00>,1.5758999999999999,180.207,2.6359726406075623,64.35
379,115-43-5,O=C(N1)NC(C(c2ccccc2)(CC=C)C1=O)=O,-2.18,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1D50>,0.8664999999999998,244.24999999999997,2.560321214073008,75.27000000000001
380,339-43-5,O=S(NC(NCCCC)=O)(c(cc1)ccc1N)=O,-2.18,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1DA0>,1.0567999999999993,271.342,2.644491192635565,101.28999999999999
381,630-20-6,ClC(Cl)(Cl)CCl,-2.18,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1DF0>,2.5954000000000006,167.85,3.1684898726705697,0.0
382,6236-05-1,O=N(c1ccc(C=NO)o1)=O,-2.19,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1E40>,0.9959,156.09699999999998,2.899895489974919,88.87
383,99-09-2,Nc1cccc(N(=O)=O)c1,-2.19,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1E90>,1.177,138.126,3.069899265759275,69.16
384,76-76-6,O=C(N1)NC(C(C(C)C)(CC)C1=O)=O,-2.21,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1EE0>,0.4047999999999998,198.22199999999995,3.1057980173184863,75.27000000000001
385,108-88-3,Cc1ccccc1,-2.21,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1F30>,1.99502,92.14099999999999,3.0214653097240864,0.0
386,76-93-7,OC(c1ccccc1)(c2ccccc2)C(O)=O,-2.21,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D1F80>,2.0071,228.24699999999999,2.594265293333969,57.53
387,90-15-3,Oc2cccc1ccccc12,-2.22,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2030>,2.5454000000000008,144.17299999999997,2.9131611636048604,20.23
388,89-83-8,Cc1cc(O)c(C(C)C)cc1,-2.22,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2080>,2.824020000000001,150.221,3.0927197583801935,20.23
389,76466-16-5,OC(C(C)Oc1ccccc1Cl)=O,-2.22,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D20D0>,2.1919000000000004,200.62099999999998,2.742841851112674,46.53
390,55-63-0,O=N(OCC(ON(=O)=O)CON(=O)=O)=O,-2.22,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2120>,-1.0200999999999996,227.08499999999998,3.9922055468289934,157.10999999999999
391,50-11-3,O=C(N1C)NC(C(CC)(CC)C1=O)=O,-2.23,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2170>,0.5009999999999997,198.22199999999995,3.1152276120227285,66.48
392,94-74-6,O=C(O)COc(ccc(Cl)c1)c1C,-2.23,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D21C0>,2.11182,200.62099999999998,2.7194415184626908,46.53
393,5221-53-4,CCCCc(c(O)nc(N(C)C)n1)c1C,-2.24,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2210>,1.89922,209.29299999999998,2.986805042856837,49.25000000000001
394,515-64-0,Cc1cc(NS(=O)(c2ccc(cc2)N)=O)nc(C)n1,-2.24,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2260>,1.4764399999999998,278.33700000000005,2.330509006052535,97.97
395,614-80-2,CC(Nc(cccc1)c1O)=O,-2.24,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D22B0>,1.3505999999999998,151.16499999999996,2.8574541535636215,49.33
396,141-90-2,S=C(NC=C1)NC1=O,-2.26,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2300>,0.43248999999999993,128.15599999999998,3.502117038830443,48.65
397,135-19-3,Oc2cc1ccccc1cc2,-2.28,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2350>,2.5454000000000008,144.17299999999997,2.828901215620696,20.23
398,#28176-10-5,O=C(NC1=O)C(N(=O)=O)C(N1)=O,-2.28,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D23A0>,-2.0023,173.084,2.878898348986729,118.41
399,107-08-4,ICCC,-2.29,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D23F0>,1.8314,169.99299999999997,1.9747448713915894,0.0
400,124-07-2,CCCCCCCC(O)=O,-2.3,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2440>,2.4315000000000007,144.214,2.8385891218139165,37.3
401,115-90-2,S=P(OCC)(OCC)Oc1ccc(S(C)=O)cc1,-2.3,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2490>,3.1003000000000016,308.36100000000005,2.809298823967879,44.760000000000005
402,2367-82-0,Fc1c(F)c(F)cc(F)c1,-2.31,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D24E0>,2.2430000000000003,150.07399999999998,3.3105328747224076,0.0
403,56-23-5,ClC(Cl)(Cl)Cl,-2.31,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2530>,2.5529,153.823,3.0237157840738176,0.0
404,93-89-0,O=C(OCC)c1ccccc1,-2.32,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2580>,1.8633,150.177,2.6930079504145,26.3
405,507-70-0,CC1(C)C2CCC1(C)C(O)C2,-2.32,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D25D0>,2.1935000000000002,154.253,2.396254979141823,20.23
406,526-08-9,Nc1ccc(S(=O)(Nc2ccnn2c3ccccc3)=O)cc1,-2.32,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2620>,2.2553,314.37000000000006,1.9404043278286542,90.00999999999999
407,94-12-2,O=C(c(cc1)ccc1N)OCCC,-2.33,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2670>,1.8356,179.21899999999997,2.611171250638134,52.32000000000001
408,537-47-3,O=C(NN)Nc1ccccc1,-2.33,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D26C0>,0.6818,151.16899999999998,2.5793022920073194,67.15
409,119-36-8,Oc1c(cccc1)C(OC)=O,-2.34,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2710>,1.1787999999999998,152.14899999999997,3.0326621558006575,46.53
410,88-06-2,Oc(c(Cl)cc(Cl)c1)c1Cl,-2.34,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2760>,3.3523999999999994,197.44799999999998,3.310532874722407,20.23
411,77-21-4,CCC(CCC2=O)(c1ccccc1)C(N2)=O,-2.34,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D27B0>,1.771,217.268,2.4002434981758296,46.17
412,579-66-8,Nc1c(CC)cccc1CC,-2.35,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2800>,2.3936,149.23699999999997,3.0951982523071,26.02
413,84-66-2,O=C(OCC)c1ccccc1C(OCC)=O,-2.35,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2850>,2.04,222.23999999999995,2.9975148158911993,52.6
414,120-47-8,O=C(c1ccc(O)cc1)OCC,-2.35,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D28A0>,1.5689,166.17599999999996,2.7537427581096017,46.53
415,124-13-0,CCCCCCCC=O,-2.36,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D28F0>,2.5458000000000007,128.215,2.663883887398184,17.07
416,693-02-7,C#CCCCC,-2.36,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2940>,1.8098,82.146,2.5438576444484196,0.0
417,2163-69-1,O=C(NC1CCCCCCC1)N(C)C,-2.36,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2990>,2.3705000000000007,198.31,2.2955379333514614,32.34
418,6966-78-5,CSc2c1nccnc1ncn2,-2.36,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D29E0>,1.1417,178.22,2.790967029739264,51.56
419,16878-76-5,S=C2N=CC1=C(N2)N=CC=N1,-2.36,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2A30>,1.0823899999999997,164.193,2.9353507979720246,54.46
420,62-44-2,CCOc1ccc(NC(C)=O)cc1,-2.37,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2A80>,2.0437,179.219,2.635972640607562,38.33
421,109-65-9,CCCCBr,-2.37,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2AD0>,2.1814,137.01999999999998,2.19060968716425,0.0
422,108-90-7,Clc1ccccc1,-2.38,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2B20>,2.34,112.55899999999997,3.0214653097240864,0.0
423,96-12-8,BrC(CCl)CBr,-2.38,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2B70>,2.3836000000000004,236.33399999999997,2.7541847860376616,0.0
424,91-15-6,N#Cc1ccccc1C#N,-2.38,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2BC0>,1.4299600000000001,128.13399999999996,3.2849777388829176,47.58
425,315-30-0,Oc1c(cn[nH]2)c2ncn1,-2.38,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2C10>,0.05849999999999983,136.11399999999998,2.950090305322589,74.69
426,100-44-7,ClCc1ccccc1,-2.39,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2C60>,2.4254000000000007,126.58599999999996,2.8320858350070908,0.0
427,90-43-7,Oc(cccc2)c2c1ccccc1,-2.39,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2CB0>,3.0592000000000015,170.211,2.5360704460016144,20.23
428,100-68-5,CSc1ccccc1,-2.39,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2D00>,2.4085,124.20799999999996,2.8320858350070908,0.0
429,541-33-3,ClC(Cl)CCC,-2.4,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2D50>,2.5902000000000003,127.01400000000001,2.6272148478988635,0.0
430,121-98-2,O=C(c(cc1)ccc1OC)OC,-2.41,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2DA0>,1.4818,166.17599999999996,2.843524062030637,35.53
431,144-82-1,Cc1nnc(NS(=O)(c2ccc(N)cc2)=O)s1,-2.41,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2DF0>,1.22952,270.339,2.2767262836744524,97.97
432,100-17-4,O=N(c1ccc(OC)cc1)=O,-2.41,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2E40>,1.6033999999999997,153.13699999999997,2.9138015626758036,52.37
433,83-34-1,Cc1c[nH]c2c1cccc2,-2.42,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2E90>,2.4763200000000003,131.178,2.931346196218265,15.79
434,78-77-3,CC(C)CBr,-2.43,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2EE0>,2.0373,137.01999999999998,2.5395388613593903,0.0
435,56-04-2,S=C(NC(C)=C1)NC1=O,-2.43,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2F30>,0.74091,142.183,3.515622477176413,48.65
436,72-14-0,Nc1ccc(S(Nc2nccs2)(=O)=O)cc1,-2.43,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D2F80>,1.5261,255.324,2.288913081719446,85.07999999999998
437,5259-88-1,O=C(C(S(=O)(CCO2)=O)=C2C)Nc1ccccc1,-2.43,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3030>,1.3015999999999994,267.306,2.2854342658256463,72.47
438,99-08-1,O=N(c1cc(C)ccc1)=O,-2.44,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3080>,1.9032200000000001,137.13799999999998,3.069899265759275,43.14
439,729-99-7,O=S(c1ccc(N)cc1)(Nc2nc(C)c(C)o2)=O,-2.44,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D30D0>,1.67444,267.31,2.2937594527274388,98.22
440,636-26-0,n(cc(c(n1)O)C)c1S,-2.45,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3120>,0.7793199999999998,142.183,3.1716780304409156,46.010000000000005
441,120-36-5,CC(C(O)=O)Oc(ccc(Cl)c1)c1Cl,-2.45,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3170>,2.845300000000001,235.06599999999997,2.81766488462379,46.53
442,133-90-4,O=C(O)c1c(Cl)c(N)cc(Cl)c1,-2.47,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D31C0>,2.2738000000000005,206.028,3.3738590108748685,63.31999999999999
443,5902-51-2,O=C(N1C(C)(C)C)C(Cl)=C(C)NC1=O,-2.48,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3210>,1.2534199999999998,216.66799999999998,3.711923181476811,54.86
444,621-82-9,OC(C=Cc1ccccc1)=O,-2.48,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3260>,1.7844,148.16099999999997,2.721773554068781,37.3
445,1918-16-7,O=C(CCl)N(C(C)C)c1ccccc1,-2.48,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D32B0>,2.666800000000001,211.69200000000004,2.949060352521372,20.310000000000002
446,94-75-7,Clc1c(OCC(O)=O)ccc(Cl)c1,-2.51,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3300>,2.4568000000000003,221.039,2.719441518462691,46.53
447,127-33-3,O=C2c1c(O)ccc(Cl)c1C(O)C3C2=C(O)C(C(C(C(N)=O)=C(O)C4N(C)C)=O)(O)C4C3,-2.52,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3350>,0.26489999999999997,464.85800000000023,2.022176210703222,181.61999999999998
448,76-74-4,CC(C(C(NC1=O)=O)(C(N1)=O)CC)CCC,-2.52,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D33A0>,1.1849999999999992,226.27599999999993,3.046033690842367,75.27000000000001
449,2460-49-3,COc1c(O)cc(Cl)c(Cl)c1,-2.53,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D33F0>,2.707600000000001,193.029,3.2058276203237264,29.46
450,646-04-8,CC=CCC,-2.54,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3440>,1.9725,70.135,2.622415807990217,0.0
451,352-11-4,ClCc(cc1)ccc1F,-2.54,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3490>,2.5645000000000007,144.57599999999996,2.8815558776461367,0.0
452,578-67-6,Oc1c(cccn2)c2ccc1,-2.54,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D34E0>,1.9403999999999997,145.161,2.913161163604861,33.120000000000005
453,3772-76-7,COc1cc(NS(=O)(c2ccc(cc2)N)=O)nc(C)n1,-2.54,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3530>,1.17662,294.33600000000007,2.3259791707111312,107.19999999999999
454,93-65-2,Clc1cc(C)c(OC(C)C(O)=O)cc1,-2.55,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3580>,2.5003200000000003,214.648,2.817664884623791,46.53
455,24691-76-7,CC1=C(C(Nc2ccccc2)=O)CCCO1,-2.56,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D35D0>,2.709500000000001,217.26799999999994,2.086650443821241,38.33
456,57-43-2,O=C(N1)NC(C(CCC(C)C)(CC)C1=O)=O,-2.57,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3620>,1.1849999999999998,226.27599999999995,2.8717018629932225,75.27000000000001
457,651-06-9,COc1cnc(NS(=O)(c2ccc(cc2)N)=O)nc1,-2.58,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3670>,0.8682000000000001,280.30899999999997,2.22609992235484,107.2
458,821-55-6,CC(CCCCCCC)=O,-2.58,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D36C0>,2.935900000000001,142.24200000000002,2.838589121813916,17.07
459,110-83-8,C1=CCCCC1,-2.59,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3710>,2.1166,82.146,2.2551447208210704,0.0
460,535-80-8,OC(c1cc(Cl)ccc1)=O,-2.59,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3760>,2.0382,156.56799999999998,3.069899265759275,37.3
461,872-55-9,CCc1cccs1,-2.59,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D37B0>,2.3105,112.19699999999997,2.762608341443769,0.0
462,91-75-8,C1(CN(c3ccccc3)Cc2ccccc2)=NCCN1,-2.6,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3800>,2.6949000000000005,265.3599999999999,1.7935916677564716,27.63
463,76-01-7,C(Cl)(Cl)C(Cl)(Cl)Cl,-2.6,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3850>,3.1603000000000003,202.29500000000002,3.541196965079901,0.0
464,12771-68-5,COc1ccc(C(C2CC2)(c3cncnc3)O)cc1,-2.6,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D38A0>,2.1311,256.305,2.045722086934536,55.24000000000001
465,3813-05-6,OC(CN1C(Sc2c1c(Cl)ccc2)=O)=O,-2.61,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D38F0>,1.8010000000000002,243.671,2.7648556799370483,59.300000000000004
466,723-46-6,O=S(Nc1noc(C)c1)(c2ccc(N)cc2)=O,-2.62,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3940>,1.36602,253.28300000000002,2.2767262836744524,98.22
467,4248-20-8,NC(OCCCCCCC)=O,-2.62,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3990>,2.0521,159.22899999999998,2.849761282233442,52.32
468,58-93-5,O=S(c1c2cc(Cl)c(S(N)(=O)=O)c1)(NCN2)=O,-2.62,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D39E0>,-0.3513000000000001,297.745,2.7904937240424075,118.36000000000001
469,87-33-2,C12C(ON(=O)=O)COC1C(ON(=O)=O)CO2,-2.63,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3A30>,-1.0622000000000003,236.13599999999997,1.948118235012669,123.2
470,70-69-9,O=C(c1ccc(N)cc1)CC,-2.63,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3A80>,1.8615,149.19299999999998,2.8953480359887567,43.09
471,625-29-6,CC(Cl)CCC,-2.63,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3AD0>,2.4138,106.596,2.6272148478988635,0.0
472,287-92-3,C1CCCC1,-2.64,<rdkit.Chem.rdchem.Mol object at 0x000001E94C2D3B20>,1.9505000000000001,70.135,2.083333333333333,0.0
